4	4	4	3	0.14286	0.143	0.143	0.000	0.286
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	5	3	0.15625	0.250	0.125	0.000	0.250
4	4	4	3	0.07143	0.143	0.000	0.000	0.143
4	4	6	5	0.25000	0.273	0.091	0.182	0.455
4	4	5	4	0.16667	0.222	0.222	0.111	0.111
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	4	4	0.12500	0.250	0.000	0.000	0.250
4	4	4	3	0.14286	0.143	0.143	0.000	0.286
4	4	4	4	0.09375	0.125	0.000	0.000	0.250
4	4	5	3	0.15625	0.000	0.125	0.125	0.375
4	4	4	3	0.10714	0.000	0.000	0.143	0.286
4	4	5	3	0.12500	0.125	0.125	0.000	0.250
4	4	6	4	0.20000	0.200	0.100	0.100	0.400
4	4	5	3	0.12500	0.000	0.125	0.250	0.125
4	4	4	3	0.07143	0.000	0.143	0.000	0.143
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	4	7	0.11364	0.091	0.000	0.000	0.364
4	4	5	3	0.15625	0.250	0.000	0.000	0.375
4	4	5	3	0.15625	0.125	0.125	0.125	0.250
4	4	4	5	0.16667	0.333	0.000	0.000	0.333
4	4	5	3	0.21875	0.125	0.250	0.250	0.250
4	4	6	4	0.25000	0.100	0.300	0.300	0.300
4	4	7	4	0.25000	0.091	0.273	0.273	0.364
4	4	5	3	0.15625	0.125	0.125	0.250	0.125
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	6	3	0.13889	0.333	0.000	0.111	0.111
4	4	5	3	0.12500	0.250	0.125	0.000	0.125
4	4	4	3	0.17857	0.286	0.143	0.143	0.143
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	6	3	0.19444	0.222	0.111	0.111	0.333
4	4	4	4	0.09375	0.125	0.000	0.125	0.125
4	4	4	3	0.17857	0.286	0.143	0.143	0.143
4	4	5	3	0.12500	0.375	0.000	0.000	0.125
4	4	4	4	0.12500	0.125	0.125	0.125	0.125
4	4	5	3	0.25000	0.250	0.250	0.250	0.250
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	4	4	0.09375	0.000	0.125	0.000	0.250
4	4	6	3	0.16667	0.111	0.111	0.111	0.333
4	4	4	4	0.18750	0.125	0.125	0.125	0.375
4	4	5	3	0.15625	0.125	0.125	0.125	0.250
4	4	5	8	0.19231	0.154	0.154	0.077	0.385
4	4	5	3	0.09375	0.125	0.000	0.125	0.125
4	4	5	4	0.16667	0.222	0.222	0.000	0.222
4	4	7	3	0.15000	0.300	0.000	0.000	0.300
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	4	3	0.07143	0.000	0.000	0.000	0.286
4	4	5	3	0.12500	0.125	0.250	0.000	0.125
4	4	5	4	0.11111	0.222	0.000	0.000	0.222
4	4	4	3	0.14286	0.143	0.000	0.286	0.143
4	4	4	3	0.10714	0.143	0.000	0.000	0.286
4	4	5	4	0.16667	0.111	0.222	0.111	0.222
4	4	6	4	0.30000	0.300	0.300	0.300	0.300
4	4	4	3	0.10714	0.000	0.143	0.000	0.286
4	4	5	3	0.15625	0.125	0.250	0.125	0.125
4	4	4	4	0.09375	0.125	0.125	0.000	0.125
4	4	5	3	0.12500	0.250	0.125	0.000	0.125
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	4	4	0.12500	0.000	0.000	0.125	0.375
4	4	5	3	0.18750	0.125	0.375	0.250	0.000
4	4	4	4	0.12500	0.125	0.000	0.250	0.125
4	4	4	7	0.20455	0.455	0.182	0.000	0.182
4	4	4	5	0.22222	0.111	0.333	0.222	0.222
4	4	5	3	0.12500	0.125	0.125	0.125	0.125
4	4	4	3	0.07143	0.286	0.000	0.000	0.000
4	4	4	3	0.07143	0.000	0.143	0.000	0.143
4	4	4	3	0.17857	0.143	0.286	0.143	0.143
4	4	5	4	0.33333	0.222	0.444	0.333	0.333
4	4	5	3	0.12500	0.000	0.125	0.125	0.250
4	4	5	4	0.25000	0.333	0.222	0.222	0.222
4	4	4	3	0.07143	0.000	0.000	0.000	0.286
4	4	4	3	0.14286	0.143	0.143	0.143	0.143
4	4	4	3	0.21429	0.286	0.000	0.143	0.429
4	4	4	4	0.15625	0.125	0.125	0.125	0.250
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	6	3	0.19444	0.333	0.222	0.111	0.111
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	5	3	0.21875	0.250	0.000	0.250	0.375
4	4	7	3	0.17500	0.100	0.300	0.200	0.100
4	4	4	4	0.18750	0.250	0.125	0.250	0.125
4	4	6	4	0.22500	0.400	0.200	0.100	0.200
4	4	5	5	0.20000	0.300	0.100	0.300	0.100
4	4	4	4	0.06250	0.000	0.000	0.250	0.000
4	4	4	4	0.09375	0.250	0.000	0.125	0.000
4	4	4	3	0.07143	0.000	0.000	0.143	0.143
4	4	5	4	0.13889	0.111	0.000	0.222	0.222
4	4	6	3	0.13889	0.111	0.000	0.111	0.333
4	4	5	4	0.16667	0.111	0.111	0.444	0.000
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	6	3	0.19444	0.222	0.333	0.111	0.111
4	4	4	3	0.14286	0.286	0.000	0.000	0.286
4	4	4	4	0.18750	0.000	0.250	0.250	0.250
4	4	6	3	0.22222	0.111	0.222	0.222	0.333
4	4	4	3	0.07143	0.000	0.000	0.286	0.000
4	4	7	3	0.22500	0.100	0.200	0.300	0.300
4	4	6	3	0.19444	0.111	0.111	0.222	0.333
4	4	4	3	0.10714	0.143	0.000	0.143	0.143
4	4	4	4	0.15625	0.250	0.125	0.000	0.250
4	4	4	4	0.15625	0.250	0.000	0.125	0.250
4	4	4	3	0.17857	0.000	0.143	0.286	0.286
4	4	5	4	0.22222	0.222	0.222	0.222	0.222
4	4	5	3	0.09375	0.125	0.000	0.125	0.125
4	4	4	3	0.07143	0.000	0.000	0.143	0.143
4	4	5	3	0.21875	0.125	0.250	0.125	0.375
4	4	5	4	0.13889	0.333	0.000	0.111	0.111
4	4	4	4	0.21875	0.375	0.125	0.125	0.250
4	4	5	3	0.18750	0.250	0.125	0.250	0.125
4	4	4	3	0.10714	0.286	0.000	0.143	0.000
4	4	4	3	0.03571	0.143	0.000	0.000	0.000
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	4	3	0.10714	0.000	0.143	0.286	0.000
4	4	4	4	0.15625	0.000	0.125	0.250	0.250
4	4	6	3	0.13889	0.111	0.111	0.222	0.111
4	4	6	5	0.31818	0.364	0.182	0.364	0.364
4	4	5	4	0.11111	0.222	0.111	0.111	0.000
4	4	5	3	0.18750	0.250	0.125	0.125	0.250
4	4	5	4	0.08333	0.222	0.000	0.000	0.111
4	4	5	3	0.09375	0.250	0.000	0.000	0.125
4	4	4	4	0.21875	0.375	0.125	0.250	0.125
4	4	4	4	0.03125	0.000	0.000	0.125	0.000
4	4	5	4	0.08333	0.111	0.000	0.111	0.111
4	4	5	3	0.15625	0.125	0.000	0.375	0.125
4	4	6	4	0.17500	0.200	0.000	0.200	0.300
4	4	5	4	0.33333	0.333	0.222	0.444	0.333
4	4	4	3	0.07143	0.143	0.000	0.143	0.000
4	4	5	4	0.22222	0.222	0.111	0.222	0.333
4	4	5	4	0.27778	0.444	0.222	0.333	0.111
4	4	4	4	0.12500	0.375	0.000	0.000	0.125
4	4	4	4	0.15625	0.125	0.000	0.125	0.375
4	4	5	4	0.08333	0.111	0.000	0.000	0.222
4	4	5	5	0.32500	0.400	0.200	0.300	0.400
4	4	4	3	0.03571	0.000	0.143	0.000	0.000
4	4	5	3	0.21875	0.125	0.000	0.375	0.375
4	4	4	5	0.19444	0.222	0.111	0.333	0.111
4	4	4	3	0.14286	0.286	0.143	0.143	0.000
4	4	4	4	0.21875	0.250	0.250	0.125	0.250
4	4	4	5	0.08333	0.333	0.000	0.000	0.000
4	4	4	3	0.07143	0.143	0.000	0.000	0.143
4	4	4	3	0.14286	0.000	0.000	0.286	0.286
4	4	6	3	0.13889	0.222	0.111	0.111	0.111
4	4	4	4	0.09375	0.250	0.125	0.000	0.000
4	4	4	3	0.07143	0.000	0.143	0.143	0.000
4	4	4	3	0.10714	0.429	0.000	0.000	0.000
4	4	4	3	0.07143	0.000	0.000	0.143	0.143
4	4	5	5	0.30000	0.400	0.200	0.400	0.200
4	4	4	4	0.06250	0.125	0.000	0.125	0.000
4	4	4	3	0.07143	0.000	0.000	0.143	0.143
4	4	5	4	0.08333	0.000	0.000	0.111	0.222
4	4	5	4	0.19444	0.444	0.000	0.111	0.222
4	4	5	3	0.25000	0.375	0.125	0.250	0.250
4	4	5	4	0.13889	0.111	0.111	0.111	0.222
4	4	4	4	0.12500	0.125	0.125	0.125	0.125
4	4	4	4	0.21875	0.250	0.125	0.250	0.250
4	4	4	4	0.06250	0.125	0.000	0.125	0.000
4	4	4	4	0.12500	0.250	0.000	0.125	0.125
4	4	6	3	0.13889	0.222	0.000	0.222	0.111
4	4	4	4	0.25000	0.375	0.125	0.375	0.125
4	4	4	4	0.09375	0.125	0.000	0.125	0.125
4	4	5	3	0.15625	0.375	0.125	0.000	0.125
4	4	7	4	0.22727	0.273	0.000	0.182	0.455
4	4	6	8	0.19643	0.071	0.143	0.357	0.214
4	4	4	3	0.07143	0.000	0.000	0.286	0.000
4	4	6	3	0.19444	0.333	0.111	0.222	0.111
4	4	4	4	0.15625	0.375	0.000	0.125	0.125
4	4	4	4	0.09375	0.125	0.000	0.125	0.125
4	4	5	3	0.18750	0.500	0.000	0.000	0.250
4	4	5	9	0.26786	0.143	0.143	0.357	0.429
4	4	5	3	0.06250	0.000	0.000	0.125	0.125
4	4	4	4	0.06250	0.000	0.125	0.125	0.000
4	4	4	3	0.03571	0.000	0.000	0.143	0.000
4	4	4	3	0.21429	0.143	0.000	0.143	0.571
4	4	4	3	0.25000	0.429	0.000	0.429	0.143
4	4	5	4	0.25000	0.222	0.333	0.222	0.222
4	4	5	3	0.18750	0.375	0.125	0.125	0.125
4	4	6	4	0.12500	0.100	0.000	0.200	0.200
4	4	4	4	0.09375	0.125	0.000	0.125	0.125
4	4	4	3	0.14286	0.143	0.000	0.143	0.286
4	4	6	4	0.20000	0.300	0.100	0.200	0.200
4	4	5	3	0.18750	0.250	0.000	0.375	0.125
4	4	5	3	0.21875	0.375	0.000	0.250	0.250
4	4	5	3	0.15625	0.125	0.000	0.125	0.375
4	4	6	3	0.16667	0.222	0.000	0.222	0.222
4	4	4	3	0.14286	0.143	0.143	0.143	0.143
4	4	5	7	0.18750	0.167	0.083	0.333	0.167
4	4	6	3	0.13889	0.222	0.000	0.222	0.111
4	4	7	4	0.31818	0.364	0.273	0.364	0.273
4	4	4	4	0.21875	0.250	0.125	0.250	0.250
4	4	4	4	0.15625	0.125	0.000	0.375	0.125
4	4	4	3	0.03571	0.143	0.000	0.000	0.000
4	4	4	7	0.20455	0.455	0.000	0.182	0.182
4	4	6	4	0.10000	0.200	0.000	0.200	0.000
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	4	3	0.07143	0.143	0.000	0.000	0.143
4	4	5	4	0.13889	0.222	0.000	0.222	0.111
4	4	5	3	0.21875	0.375	0.125	0.125	0.250
4	4	6	3	0.19444	0.111	0.222	0.333	0.111
4	4	4	3	0.07143	0.143	0.000	0.143	0.000
4	4	4	3	0.03571	0.143	0.000	0.000	0.000
4	4	5	3	0.21875	0.375	0.000	0.125	0.375
4	4	4	3	0.14286	0.286	0.000	0.143	0.143
4	4	8	4	0.31250	0.333	0.083	0.417	0.417
4	4	4	3	0.07143	0.286	0.000	0.000	0.000
4	4	5	3	0.12500	0.250	0.000	0.125	0.125
4	4	6	3	0.13889	0.111	0.111	0.222	0.111
4	4	4	3	0.07143	0.143	0.000	0.143	0.000
4	4	7	4	0.31818	0.455	0.091	0.455	0.273
4	4	5	6	0.25000	0.182	0.273	0.273	0.273
4	4	4	3	0.07143	0.000	0.000	0.143	0.143
4	4	7	3	0.20000	0.300	0.100	0.100	0.300
4	4	6	3	0.08333	0.111	0.000	0.000	0.222
4	4	5	5	0.25000	0.600	0.100	0.200	0.100
4	4	6	4	0.27500	0.200	0.200	0.300	0.400
4	4	5	4	0.13889	0.333	0.000	0.111	0.111
4	4	4	3	0.14286	0.286	0.000	0.143	0.143
4	4	6	3	0.22222	0.111	0.222	0.222	0.333
4	4	7	3	0.17500	0.200	0.100	0.200	0.200
4	4	6	4	0.22500	0.200	0.100	0.300	0.300
4	4	4	4	0.15625	0.000	0.125	0.375	0.125
4	4	4	4	0.15625	0.250	0.000	0.125	0.250
4	4	6	3	0.27778	0.333	0.111	0.333	0.333
4	4	4	3	0.07143	0.143	0.000	0.000	0.143
4	4	4	3	0.07143	0.143	0.000	0.143	0.000
4	4	4	3	0.03571	0.000	0.000	0.143	0.000
4	4	4	5	0.22222	0.444	0.111	0.222	0.111
4	4	4	3	0.03571	0.143	0.000	0.000	0.000
4	4	5	3	0.12500	0.125	0.000	0.250	0.125
4	4	4	3	0.07143	0.143	0.000	0.000	0.143
4	4	4	3	0.07143	0.143	0.000	0.000	0.143
4	4	5	10	0.25000	0.467	0.133	0.200	0.200
4	4	4	4	0.12500	0.125	0.000	0.375	0.000
4	4	4	3	0.17857	0.286	0.143	0.143	0.143
4	4	5	3	0.15625	0.125	0.125	0.125	0.250
4	4	5	4	0.16667	0.000	0.111	0.222	0.333
4	4	4	3	0.14286	0.143	0.143	0.000	0.286
4	4	7	9	0.26562	0.000	0.188	0.062	0.812
4	4	7	3	0.15000	0.000	0.200	0.000	0.400
4	4	4	4	0.15625	0.000	0.000	0.375	0.250
4	4	6	5	0.11364	0.000	0.000	0.000	0.455
4	4	6	3	0.16667	0.000	0.222	0.000	0.444
4	4	4	3	0.14286	0.000	0.286	0.143	0.143
4	4	4	3	0.14286	0.000	0.000	0.000	0.571
4	4	6	3	0.16667	0.000	0.222	0.000	0.444
4	4	4	7	0.22727	0.273	0.091	0.091	0.455
4	4	4	3	0.07143	0.000	0.143	0.143	0.000
4	4	5	4	0.05556	0.000	0.000	0.000	0.222
4	4	6	4	0.22500	0.300	0.000	0.300	0.300
4	4	5	4	0.08333	0.333	0.000	0.000	0.000
4	4	6	4	0.17500	0.200	0.100	0.000	0.400
4	4	5	4	0.22222	0.333	0.111	0.111	0.333
4	4	4	4	0.12500	0.000	0.000	0.250	0.250
4	4	6	5	0.20455	0.182	0.091	0.091	0.455
4	4	4	3	0.10714	0.000	0.000	0.143	0.286
4	4	4	3	0.03571	0.000	0.000	0.143	0.000
4	4	7	4	0.25000	0.455	0.091	0.182	0.273
4	4	4	3	0.10714	0.286	0.000	0.000	0.143
4	4	5	3	0.12500	0.125	0.125	0.000	0.250
4	4	5	3	0.12500	0.250	0.000	0.000	0.250
4	4	7	3	0.25000	0.200	0.200	0.300	0.300
4	4	4	3	0.14286	0.000	0.000	0.143	0.429
4	4	5	4	0.13889	0.333	0.000	0.000	0.222
4	4	5	4	0.25000	0.222	0.222	0.111	0.444
4	4	5	3	0.12500	0.250	0.000	0.000	0.250
4	4	5	3	0.18750	0.375	0.125	0.000	0.250
4	4	5	4	0.22222	0.222	0.111	0.222	0.333
4	4	5	3	0.12500	0.125	0.125	0.125	0.125
4	4	4	4	0.15625	0.250	0.000	0.000	0.375
4	4	6	3	0.13889	0.111	0.111	0.111	0.222
4	4	4	5	0.25000	0.556	0.111	0.111	0.222
4	4	5	18	0.33696	0.217	0.087	0.783	0.261
4	4	6	5	0.29545	0.091	0.182	0.545	0.364
4	4	5	4	0.22222	0.111	0.111	0.222	0.444
4	4	5	6	0.31818	0.273	0.182	0.455	0.364
4	4	4	4	0.15625	0.125	0.250	0.125	0.125
4	4	4	3	0.10714	0.000	0.000	0.000	0.429
4	4	4	4	0.09375	0.125	0.000	0.250	0.000
4	4	5	4	0.22222	0.111	0.111	0.222	0.444
4	4	5	5	0.25000	0.200	0.000	0.500	0.300
4	4	14	4	0.27778	0.056	0.056	0.778	0.222
4	4	6	3	0.16667	0.111	0.111	0.333	0.111
4	4	4	4	0.15625	0.125	0.125	0.000	0.375
4	4	7	4	0.15909	0.000	0.000	0.000	0.636
4	4	4	4	0.18750	0.250	0.000	0.250	0.250
4	4	5	3	0.18750	0.125	0.125	0.250	0.250
4	4	5	3	0.25000	0.250	0.125	0.250	0.375
4	4	4	3	0.10714	0.143	0.000	0.000	0.286
4	4	5	3	0.09375	0.000	0.000	0.000	0.375
4	4	4	3	0.07143	0.000	0.000	0.286	0.000
4	4	4	5	0.25000	0.333	0.222	0.222	0.222
4	4	4	3	0.10714	0.000	0.000	0.143	0.286
4	4	5	5	0.40000	0.400	0.200	0.600	0.400
4	4	5	4	0.22222	0.111	0.000	0.333	0.444
4	4	6	5	0.20455	0.091	0.182	0.273	0.273
4	4	5	4	0.13889	0.222	0.111	0.111	0.111
4	4	4	3	0.07143	0.143	0.143	0.000	0.000
4	4	4	3	0.07143	0.143	0.000	0.143	0.000
4	4	6	4	0.22500	0.200	0.100	0.200	0.400
4	4	4	3	0.03571	0.143	0.000	0.000	0.000
4	4	5	7	0.14583	0.083	0.000	0.333	0.167
4	4	4	4	0.28125	0.125	0.250	0.375	0.375
4	4	4	3	0.07143	0.000	0.000	0.143	0.143
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	4	4	0.12500	0.250	0.125	0.000	0.125
4	4	5	4	0.11111	0.111	0.000	0.222	0.111
4	4	5	5	0.37500	0.500	0.200	0.200	0.600
4	4	4	3	0.14286	0.000	0.143	0.143	0.286
4	4	4	5	0.27778	0.222	0.222	0.333	0.333
4	4	4	4	0.06250	0.000	0.000	0.000	0.250
4	4	4	4	0.12500	0.125	0.125	0.250	0.000
4	4	5	4	0.05556	0.000	0.000	0.222	0.000
4	4	5	3	0.09375	0.125	0.125	0.000	0.125
4	4	5	4	0.13889	0.000	0.222	0.222	0.111
4	4	5	3	0.18750	0.125	0.125	0.125	0.375
4	4	4	4	0.09375	0.125	0.000	0.000	0.250
4	4	4	3	0.10714	0.143	0.000	0.143	0.143
4	4	4	3	0.14286	0.143	0.143	0.143	0.143
4	4	5	4	0.13889	0.000	0.111	0.111	0.333
4	4	4	4	0.15625	0.125	0.000	0.125	0.375
4	4	6	3	0.19444	0.222	0.111	0.222	0.222
4	4	4	5	0.19444	0.222	0.111	0.111	0.333
4	4	4	4	0.15625	0.125	0.000	0.375	0.125
4	4	4	4	0.09375	0.000	0.000	0.125	0.250
4	4	4	3	0.10714	0.143	0.000	0.286	0.000
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	5	4	0.08333	0.111	0.000	0.111	0.111
4	4	4	4	0.09375	0.000	0.000	0.125	0.250
4	4	4	4	0.06250	0.000	0.000	0.125	0.125
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	4	3	0.03571	0.000	0.000	0.143	0.000
4	4	4	3	0.03571	0.000	0.000	0.143	0.000
4	4	4	3	0.10714	0.143	0.000	0.143	0.143
4	4	4	3	0.17857	0.143	0.143	0.429	0.000
4	4	5	4	0.13889	0.333	0.111	0.000	0.111
4	4	4	3	0.07143	0.143	0.000	0.143	0.000
4	4	4	4	0.18750	0.125	0.000	0.250	0.375
4	4	6	3	0.11111	0.111	0.000	0.111	0.222
4	4	6	3	0.16667	0.222	0.111	0.111	0.222
4	4	4	3	0.14286	0.143	0.000	0.143	0.286
4	4	4	4	0.09375	0.000	0.000	0.250	0.125
4	4	6	3	0.30556	0.333	0.222	0.444	0.222
4	4	4	5	0.13889	0.111	0.111	0.222	0.111
4	4	7	3	0.17500	0.100	0.000	0.400	0.200
4	4	4	3	0.10714	0.143	0.000	0.000	0.286
4	4	4	4	0.06250	0.125	0.000	0.000	0.125
4	4	4	5	0.22222	0.111	0.111	0.444	0.222
4	4	6	7	0.15385	0.077	0.000	0.231	0.308
4	4	4	3	0.07143	0.000	0.000	0.286	0.000
4	4	4	4	0.15625	0.000	0.000	0.375	0.250
4	4	6	3	0.22222	0.222	0.222	0.222	0.222
4	4	4	3	0.00000	0.000	0.000	0.000	0.000
4	4	4	3	0.17857	0.000	0.286	0.286	0.143
4	4	5	3	0.18750	0.250	0.000	0.250	0.250
4	4	5	5	0.17500	0.200	0.100	0.200	0.200
4	4	4	3	0.10714	0.143	0.143	0.000	0.143
4	4	4	3	0.07143	0.000	0.000	0.000	0.286
4	4	5	4	0.22222	0.222	0.222	0.111	0.333
4	4	4	3	0.10714	0.143	0.143	0.000	0.143
4	4	6	4	0.22500	0.100	0.100	0.200	0.500
4	4	5	4	0.08333	0.000	0.000	0.111	0.222
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	4	3	0.14286	0.143	0.000	0.286	0.143
4	4	5	3	0.15625	0.000	0.125	0.125	0.375
4	4	4	3	0.07143	0.143	0.000	0.000	0.143
4	4	4	3	0.14286	0.000	0.000	0.143	0.429
4	4	8	3	0.36364	0.545	0.364	0.273	0.273
4	4	4	3	0.07143	0.000	0.143	0.000	0.143
4	4	4	3	0.03571	0.000	0.000	0.143	0.000
4	4	5	3	0.18750	0.250	0.125	0.125	0.250
4	4	5	4	0.19444	0.222	0.111	0.222	0.222
4	4	4	3	0.10714	0.286	0.000	0.000	0.143
4	4	4	3	0.14286	0.000	0.000	0.143	0.429
4	4	5	4	0.19444	0.111	0.333	0.333	0.000
4	4	5	4	0.22222	0.111	0.222	0.222	0.333
4	4	5	3	0.06250	0.125	0.125	0.000	0.000
4	4	4	3	0.10714	0.143	0.000	0.143	0.143
4	4	5	4	0.13889	0.000	0.111	0.333	0.111
4	4	4	3	0.17857	0.286	0.143	0.143	0.143
4	4	5	3	0.12500	0.125	0.000	0.125	0.250
4	4	5	4	0.08333	0.000	0.000	0.111	0.222
4	4	5	4	0.16667	0.222	0.111	0.111	0.222
4	4	4	3	0.17857	0.143	0.000	0.143	0.429
4	4	5	3	0.03125	0.000	0.000	0.000	0.125
4	4	5	4	0.19444	0.111	0.111	0.111	0.444
4	4	4	5	0.36111	0.222	0.333	0.444	0.444
4	4	7	3	0.20000	0.200	0.100	0.200	0.300
4	4	5	4	0.16667	0.111	0.111	0.222	0.222
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	5	3	0.09375	0.250	0.125	0.000	0.000
4	4	4	3	0.14286	0.143	0.000	0.143	0.286
4	4	7	3	0.25000	0.300	0.100	0.300	0.300
4	4	4	4	0.21875	0.125	0.125	0.250	0.375
4	4	5	3	0.06250	0.000	0.000	0.125	0.125
4	4	5	4	0.16667	0.111	0.000	0.222	0.333
4	4	4	3	0.07143	0.000	0.000	0.143	0.143
4	4	5	4	0.13889	0.222	0.000	0.000	0.333
4	4	5	4	0.16667	0.111	0.111	0.111	0.333
4	4	4	5	0.22222	0.222	0.111	0.222	0.333
4	4	4	3	0.21429	0.000	0.000	0.286	0.571
4	4	6	4	0.20000	0.300	0.100	0.100	0.300
4	4	4	3	0.10714	0.000	0.000	0.286	0.143
4	4	4	5	0.38889	0.444	0.222	0.333	0.556
4	4	4	3	0.10714	0.286	0.000	0.143	0.000
4	4	6	7	0.19231	0.154	0.077	0.385	0.154
4	4	4	3	0.10714	0.143	0.000	0.286	0.000
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	5	3	0.03125	0.000	0.000	0.000	0.125
4	4	4	3	0.07143	0.143	0.000	0.000	0.143
4	4	4	4	0.15625	0.000	0.125	0.125	0.375
4	4	4	3	0.10714	0.000	0.000	0.143	0.286
4	4	4	3	0.10714	0.143	0.000	0.143	0.143
4	4	5	3	0.12500	0.000	0.000	0.250	0.250
4	4	5	5	0.17500	0.000	0.200	0.200	0.300
4	4	4	3	0.07143	0.000	0.000	0.143	0.143
4	4	6	4	0.12500	0.000	0.000	0.200	0.300
4	4	4	3	0.10714	0.000	0.000	0.000	0.429
4	4	5	3	0.25000	0.125	0.125	0.375	0.375
4	4	6	3	0.25000	0.222	0.111	0.222	0.444
4	4	5	3	0.03125	0.000	0.000	0.000	0.125
4	4	5	3	0.09375	0.000	0.125	0.125	0.125
4	4	6	5	0.27273	0.182	0.182	0.364	0.364
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	4	4	0.15625	0.250	0.000	0.250	0.125
4	4	4	3	0.03571	0.000	0.000	0.000	0.143
4	4	6	7	0.36538	0.308	0.308	0.308	0.538
4	4	4	5	0.16667	0.111	0.111	0.111	0.333
4	4	5	4	0.22222	0.222	0.222	0.222	0.222
4	4	5	4	0.19444	0.222	0.111	0.333	0.111
4	4	4	3	0.14286	0.143	0.143	0.143	0.143
4	4	5	4	0.25000	0.222	0.222	0.222	0.333
4	4	5	3	0.15625	0.125	0.125	0.250	0.125
4	4	5	3	0.12500	0.125	0.125	0.000	0.250
4	4	6	4	0.25000	0.300	0.300	0.200	0.200
4	4	4	3	0.17857	0.143	0.143	0.000	0.429
4	6	4	3	0.10714	0.000	0.143	0.286	0.000
4	6	4	3	0.07143	0.000	0.000	0.143	0.143
4	6	4	3	0.10714	0.000	0.143	0.143	0.143
4	6	4	7	0.11364	0.364	0.000	0.091	0.000
4	6	6	8	0.26786	0.571	0.071	0.357	0.071
4	6	5	5	0.22500	0.500	0.000	0.400	0.000
4	6	6	5	0.31818	0.545	0.182	0.273	0.273
4	6	4	4	0.15625	0.500	0.000	0.125	0.000
4	6	4	5	0.19444	0.444	0.000	0.222	0.111
4	6	5	5	0.15000	0.600	0.000	0.000	0.000
4	6	4	10	0.28571	0.786	0.071	0.143	0.143
4	6	8	4	0.20833	0.500	0.083	0.167	0.083
4	6	4	3	0.00000	0.000	0.000	0.000	0.000
4	6	4	4	0.15625	0.125	0.125	0.125	0.250
4	6	5	3	0.12500	0.250	0.000	0.125	0.125
4	6	4	3	0.10714	0.000	0.000	0.143	0.286
4	6	5	3	0.15625	0.250	0.000	0.125	0.250
4	6	4	4	0.09375	0.000	0.125	0.250	0.000
4	6	6	7	0.23077	0.154	0.308	0.231	0.231
4	6	5	4	0.08333	0.111	0.000	0.222	0.000
4	6	4	4	0.15625	0.125	0.250	0.125	0.125
4	6	5	4	0.13889	0.222	0.000	0.222	0.111
4	6	4	3	0.10714	0.000	0.143	0.143	0.143
4	6	6	4	0.30000	0.300	0.200	0.300	0.400
4	6	5	3	0.09375	0.125	0.000	0.125	0.125
4	6	4	3	0.07143	0.000	0.000	0.000	0.286
4	6	5	3	0.15625	0.250	0.125	0.250	0.000
4	6	5	4	0.13889	0.000	0.111	0.111	0.333
4	6	4	3	0.03571	0.143	0.000	0.000	0.000
4	6	5	3	0.12500	0.125	0.000	0.125	0.250
4	6	5	3	0.09375	0.125	0.125	0.000	0.125
4	6	4	3	0.14286	0.143	0.143	0.000	0.286
4	6	5	5	0.25000	0.200	0.300	0.200	0.300
4	6	5	4	0.19444	0.333	0.111	0.111	0.222
4	6	4	3	0.00000	0.000	0.000	0.000	0.000
4	6	5	3	0.15625	0.125	0.000	0.125	0.375
4	6	5	3	0.18750	0.250	0.250	0.125	0.125
4	6	4	5	0.16667	0.111	0.000	0.222	0.333
4	6	4	7	0.18182	0.273	0.000	0.091	0.364
4	6	5	3	0.15625	0.125	0.125	0.250	0.125
4	6	9	3	0.27083	0.417	0.167	0.083	0.417
4	6	6	3	0.19444	0.000	0.222	0.222	0.333
4	6	4	3	0.17857	0.143	0.143	0.143	0.286
4	6	6	4	0.22500	0.300	0.100	0.300	0.200
4	6	9	3	0.29167	0.333	0.250	0.250	0.333
4	6	5	4	0.25000	0.222	0.333	0.333	0.111
4	6	6	4	0.32500	0.200	0.200	0.500	0.400
4	6	4	4	0.15625	0.250	0.125	0.000	0.250
